Year,Predominant field of study,Predominant field of study Code,Qualification,Qualification Code,Student origin,Value,Value Unit,Value Label,Null Reason
2021,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2022,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2023,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Masters degree,Masters Degree,Total,0,number,Number of students enrolled,
2015,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2016,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2017,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2018,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2019,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2020,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2021,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2022,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2023,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Domestic,0,number,Number of students enrolled,
2015,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2016,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2017,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2018,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2019,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2020,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2021,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2022,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2023,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,International,0,number,Number of students enrolled,
2015,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2016,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2017,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2018,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2019,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2020,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2021,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2022,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2023,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2024,Personal services,S1103,Doctorate degree,Doctorate Degree,Total,0,number,Number of students enrolled,
2015,Personal services,S1103,Total people,Total,Domestic,5575,number,Number of students enrolled,
2016,Personal services,S1103,Total people,Total,Domestic,5515,number,Number of students enrolled,
2017,Personal services,S1103,Total people,Total,Domestic,5140,number,Number of students enrolled,
2018,Personal services,S1103,Total people,Total,Domestic,4795,number,Number of students enrolled,
2019,Personal services,S1103,Total people,Total,Domestic,4825,number,Number of students enrolled,
2020,Personal services,S1103,Total people,Total,Domestic,4785,number,Number of students enrolled,
2021,Personal services,S1103,Total people,Total,Domestic,4995,number,Number of students enrolled,
2022,Personal services,S1103,Total people,Total,Domestic,4360,number,Number of students enrolled,
2023,Personal services,S1103,Total people,Total,Domestic,4775,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Domestic,4990,number,Number of students enrolled,
2015,Personal services,S1103,Total people,Total,International,170,number,Number of students enrolled,
2016,Personal services,S1103,Total people,Total,International,245,number,Number of students enrolled,
2017,Personal services,S1103,Total people,Total,International,195,number,Number of students enrolled,
2018,Personal services,S1103,Total people,Total,International,100,number,Number of students enrolled,
2019,Personal services,S1103,Total people,Total,International,55,number,Number of students enrolled,
2020,Personal services,S1103,Total people,Total,International,40,number,Number of students enrolled,
2021,Personal services,S1103,Total people,Total,International,50,number,Number of students enrolled,
2022,Personal services,S1103,Total people,Total,International,30,number,Number of students enrolled,
2023,Personal services,S1103,Total people,Total,International,20,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,International,15,number,Number of students enrolled,
2015,Personal services,S1103,Total people,Total,Total,5745,number,Number of students enrolled,
2016,Personal services,S1103,Total people,Total,Total,5760,number,Number of students enrolled,
2017,Personal services,S1103,Total people,Total,Total,5335,number,Number of students enrolled,
2018,Personal services,S1103,Total people,Total,Total,4890,number,Number of students enrolled,
2019,Personal services,S1103,Total people,Total,Total,4880,number,Number of students enrolled,
2020,Personal services,S1103,Total people,Total,Total,4825,number,Number of students enrolled,
2021,Personal services,S1103,Total people,Total,Total,5045,number,Number of students enrolled,
2022,Personal services,S1103,Total people,Total,Total,4390,number,Number of students enrolled,
2023,Personal services,S1103,Total people,Total,Total,4795,number,Number of students enrolled,
2024,Personal services,S1103,Total people,Total,Total,5005,number,Number of students enrolled,
2015,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,8460,number,Number of students enrolled,
2016,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,6920,number,Number of students enrolled,
2017,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,4460,number,Number of students enrolled,
2018,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,4155,number,Number of students enrolled,
2019,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,4040,number,Number of students enrolled,
2020,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,3060,number,Number of students enrolled,
2021,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,3000,number,Number of students enrolled,
2022,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,2555,number,Number of students enrolled,
2023,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,2665,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Domestic,2795,number,Number of students enrolled,
2015,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2016,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2017,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2018,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2019,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2020,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2021,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,5,number,Number of students enrolled,
2022,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,5,number,Number of students enrolled,
2023,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,5,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,International,0,number,Number of students enrolled,
2015,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,8460,number,Number of students enrolled,
2016,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,6920,number,Number of students enrolled,
2017,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,4460,number,Number of students enrolled,
2018,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,4155,number,Number of students enrolled,
2019,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,4040,number,Number of students enrolled,
2020,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,3060,number,Number of students enrolled,
2021,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,3000,number,Number of students enrolled,
2022,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,2555,number,Number of students enrolled,
2023,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,2670,number,Number of students enrolled,
2024,Mixed field programmes,S12,Level 1 certificate,Level 1 Certificate,Total,2795,number,Number of students enrolled,
2015,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,5445,number,Number of students enrolled,
2016,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,4515,number,Number of students enrolled,
2017,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,4120,number,Number of students enrolled,
2018,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,3985,number,Number of students enrolled,
2019,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,3550,number,Number of students enrolled,
2020,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,3305,number,Number of students enrolled,
2021,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,3510,number,Number of students enrolled,
2022,Mixed field programmes,S12,Level 2 certificate,Level 2 Certificate,Domestic,2790,number,Number of students enrolled,
