Year ended June,Measure,External cause of injury or poisoning,External cause of injury or poisoning Code,Sex,Age group,Value,Value Unit,Value Label,Null Reason
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,80-84,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Total,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,total,6,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,20-24,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,40-44,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,45-49,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,55-59,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,60-64,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,65-69,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,75-79,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,80-84,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Male,85-*,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,total,7,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,*-4,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,5-9,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,10-14,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,15-19,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,20-24,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,25-29,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,30-34,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,35-39,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,40-44,2,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,45-49,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,50-54,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,55-59,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,60-64,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,65-69,1,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,70-74,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,75-79,0,number,Number of hospitalisations,
2023,Publicly funded hospital discharges by recorded external cause,Y77 Ophthalmic devices associated with unintentional events,Y77,Female,80-84,1,number,Number of hospitalisations,
