Census Year,Subject population,Age group,Post-school qualification field of study,Post-school qualification field of study Code,Unit,Value,Value Unit,Value Label,Null Reason
2018,Census usually resident population,15-*,Personal services not elsewhere classified,S110399,Percentage of total stated,0.002138960567834,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Personal services not elsewhere classified,S110399,Count,531,number,Number of people,
2023,Census usually resident population,15-*,Personal services not elsewhere classified,S110399,Percentage of total stated,0.01376864017176,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Unknown,S33,Percentage of total stated,2.560243258148,percentage,% of people aged 15+ where information available,
2018,Census usually resident population,15-*,Unknown,S33,Count,331608,number,Number of people,
2018,Census usually resident population,15-*,Unknown,S33,Percentage of total stated,9.457285813045,percentage,% of people aged 15+ where information available,
2023,Census usually resident population,15-*,Unknown,S33,Count,131712,number,Number of people,
2023,Census usually resident population,15-*,Unknown,S33,Percentage of total stated,3.415245074016,percentage,% of people aged 15+ where information available,
2013,Census usually resident population,15-*,Don't know,S44,Count,426,number,Number of people,
2013,Census usually resident population,15-*,Don't know,S44,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2018,Census usually resident population,15-*,Don't know,S44,Count,552,number,Number of people,
2018,Census usually resident population,15-*,Don't know,S44,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2023,Census usually resident population,15-*,Don't know,S44,Count,42,number,Number of people,
2023,Census usually resident population,15-*,Don't know,S44,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2013,Census usually resident population,15-*,Refused to answer,S55,Count,222,number,Number of people,
2013,Census usually resident population,15-*,Refused to answer,S55,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2018,Census usually resident population,15-*,Refused to answer,S55,Count,96,number,Number of people,
2018,Census usually resident population,15-*,Refused to answer,S55,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2023,Census usually resident population,15-*,Refused to answer,S55,Count,24,number,Number of people,
2023,Census usually resident population,15-*,Refused to answer,S55,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2013,Census usually resident population,15-*,Response unidentifiable,S77,Count,31719,number,Number of people,
2013,Census usually resident population,15-*,Response unidentifiable,S77,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2018,Census usually resident population,15-*,Response unidentifiable,S77,Count,2031,number,Number of people,
2018,Census usually resident population,15-*,Response unidentifiable,S77,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2023,Census usually resident population,15-*,Response unidentifiable,S77,Count,948,number,Number of people,
2023,Census usually resident population,15-*,Response unidentifiable,S77,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2013,Census usually resident population,15-*,Response outside scope,S88,Count,41856,number,Number of people,
2013,Census usually resident population,15-*,Response outside scope,S88,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2018,Census usually resident population,15-*,Response outside scope,S88,Count,4194,number,Number of people,
2018,Census usually resident population,15-*,Response outside scope,S88,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2023,Census usually resident population,15-*,Response outside scope,S88,Count,519,number,Number of people,
2023,Census usually resident population,15-*,Response outside scope,S88,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2013,Census usually resident population,15-*,Not stated,S99,Count,348297,number,Number of people,
2013,Census usually resident population,15-*,Not stated,S99,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2018,Census usually resident population,15-*,Not stated,S99,Count,263106,number,Number of people,
2018,Census usually resident population,15-*,Not stated,S99,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2023,Census usually resident population,15-*,Not stated,S99,Count,199497,number,Number of people,
2023,Census usually resident population,15-*,Not stated,S99,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2013,Census usually resident population,15-*,Total,TOTAL,Count,3376419,number,Number of people,
2013,Census usually resident population,15-*,Total,TOTAL,Percentage of total stated,,percentage,% of people aged 15+ where information available,not applicable
2018,Census usually resident population,15-*,Total,TOTAL,Count,3776355,number,Number of people,
