Year,Cross analysis variable,Category,Measured variable,Response category,Value,Value Unit,Value Label,Null Reason
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,There are no barriers,8.6,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,There are no barriers,8,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,No one asked me to volunteer,16.6,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,No one asked me to volunteer,18.5,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,No one asked me to volunteer,20.1,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Did not know how to get involved,7.5,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Did not know how to get involved,9.2,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Did not know how to get involved,13.4,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Volunteered in the past,9.7,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Volunteered in the past,7.2,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Volunteered in the past,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,12.9,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,13.2,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Health problems / physically unable to volunteer,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Did not have the time,43.8,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Did not have the time,47.3,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Did not have the time,52.8,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Too costly / can't afford it,1.7,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Too costly / can't afford it,1.2,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Too costly / can't afford it,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Don't want to make a long term commitment,9.9,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Don't want to make a long term commitment,8.2,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Don't want to make a long term commitment,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Prefer to give money instead of time,5.9,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Prefer to give money instead of time,5.6,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Prefer to give money instead of time,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Had no interest,7.1,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Had no interest,7.7,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Had no interest,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,1.1,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,0.7,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Was dissatisfied with previous volunteering experience,,percentage,% of people who did not volunteer,suppressed
2021,Migrant status,Born in NZ,Barriers to volunteering for an organisation,Another reason,5.7,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering for an organisation,Another reason,4.5,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering for an organisation,Another reason,8,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering directly for another person,There are no barriers,13.2,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering directly for another person,There are no barriers,9.8,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering directly for another person,There are no barriers,6.3,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering directly for another person,No one asked me to volunteer,24.4,percentage,% of people who did not volunteer,
2021,Migrant status,Long-term migrant,Barriers to volunteering directly for another person,No one asked me to volunteer,21.6,percentage,% of people who did not volunteer,
2021,Migrant status,Recent migrant,Barriers to volunteering directly for another person,No one asked me to volunteer,34.1,percentage,% of people who did not volunteer,
2021,Migrant status,Born in NZ,Barriers to volunteering directly for another person,Don't know anyone who needs help,10,percentage,% of people who did not volunteer,
